,industry_detail,industry_code,industry_region,Impact Potential/ACID/kg SO2 eq,Waste Generated/CCDD/kg,Waste Generated/CMSW/kg,Waste Generated/CRHW/kg,Resource Use/ENRG/MJ,Impact Potential/EUTR/kg N eq,Impact Potential/ETOX/CTUe,Resource Use/WATR/kg,Impact Potential/GHG/kg CO2 eq,Chemical Releases/HAPS/kg,Impact Potential/HCAN/CTUh,Impact Potential/HNCN/CTUh,Impact Potential/HRSP/kg PM2.5 eq,Impact Potential/HTOX/CTUh,Economic & Social/JOBS/jobs,Resource Use/LAND/m2*yr,Resource Use/MNRL/kg,Resource Use/NNRG/MJ,Impact Potential/OZON/kg CFC-11 eq,Chemical Releases/PEST/kg,Resource Use/RNRG/MJ,Impact Potential/SMOG/kg O3 eq,Economic & Social/VADD/$
70,"Metal hinges, keys, lock, and other hardware",332500,US,591925.6739192184,7321118.575623086,68850227.93357399,2525198.5124150333,10632173.439917615,29656.71248075088,30128413.69462539,46650742999.26485,379534510.9270125,52480.128355931694,0.4152069657585801,2.215966333292566,133809.58932967918,2.6311732990511465,46429.31507640506,15586132.929928804,0.0,0.0,122.36737805080136,0.0,10632173.439917615,12166102.195897222,5593149014.407986
71,Springs and wires,332600,US,185317.34148849134,4184961.379338751,39357210.08720428,4704701.559066705,171826.6534780782,10774.367588975514,18251752.389739703,39114808039.91822,307233234.2960148,22173.936524829136,0.32346183098904874,14.03782753642807,50661.876347995094,14.361289367417118,38459.545653847636,12469877.374539496,0.0,0.0,2.3528832997276923,0.0,171826.6534780782,4377938.0999720115,2977136254.148456
72,Machine shops,332710,US,1209251.2456033689,26657635.675401587,251951053.37528536,5688077.197220568,2667474077.33703,73580.27755808295,16340305.124354377,358324860371.1499,1685136482.1568248,76933.85632380783,0.43594749934505844,14.743788916132758,171379.095266265,15.17973641547782,344979.37861194403,114305042.6498492,0.0,2666591121.138837,30.908001042600564,0.0,882956.1981929474,28423835.5342639,25455235797.258186
73,"Screws, nuts, and bolts",332720,US,647397.918879424,21524294.526963826,202422266.42648798,12207214.058189243,984630.5425177746,39828.80386366391,21462358.093497407,122331610105.53687,1095963035.6014755,291974.4434919343,0.33928189539393766,6.340654662771672,98845.05690017353,6.67993655816561,120754.5721168078,37123241.65051583,0.0,0.0,2.4361417800933705,0.0,984630.5425177746,11784684.36145684,16918997859.17343
74,"Metal coatings, engravings, and heat treatments",332800,US,3023422.254335747,18061798.89698091,169861069.03535306,319845484.8681232,3163.9123036400347,180409.5608682982,1110676504.404225,169054052606.81415,4169949102.6547503,1552083.4807685376,13.620321463349793,288.81484016252506,1003911.9451041126,302.43516162587485,172354.30076257704,50583566.01282934,0.0,0.0,175.13818012732156,0.0,3163.9123036400347,77051462.82411167,14969416387.870958
75,"Metal plumbing drains, faucets, valves, and other fittings",332913,US,47905.60403934453,1913819.6901242945,17998398.741052996,2330059.0720094307,3151.0499589807355,2802.64620194787,6087810.646346321,11943669818.655287,76604378.4764621,5676.052887477273,0.03041596411924823,0.2161700961361205,9103.201082955222,0.24658606025536875,12465.17175954493,3736735.955754939,0.0,0.0,0.0025180957649012206,0.0,3151.0499589807355,1193037.8050816348,1749608294.8026936
76,Valve and fittings (except for plumbing),33291A,US,495245.34676806,23933295.20125592,224482903.56030142,9373760.052147392,25350.000539111366,30352.37793102771,147296153.88135532,143008953664.6631,817452759.4766738,62335.14120558907,4.62978652669616,44.00710836941102,115122.87900586383,48.63689489610718,140326.0416620514,40977447.29510376,0.0,0.0,118.62339035974867,0.0,25350.000539111366,12757362.136480771,20047394274.23489
77,Ball and roller bearings,332991,US,1681359.5967509707,7075005.816119531,66536454.00677455,2296405.942318013,0.0,52969.184811246596,149933300.62059784,54836610696.0887,471881989.4055345,65083.68271116919,0.894577662514772,213.54723103730026,262728.74599907757,214.44180869981503,53602.301711208376,16227370.26580777,0.0,0.0,0.0016294229465389823,0.0,0.0,22853504.805021238,6453491604.992839
78,Fabricated pipe and pipe fittings,332996,US,331714.99117551616,4945947.939232781,46459632.7305989,1002882.0510905785,84784.72823374365,20234.39235115156,140058106.19254202,43393138335.71644,235601409.2883983,152436.12377732893,2.2168412953510677,5.082920184082484,96989.21573071931,7.299761479433553,46403.75242832607,12532470.104276044,0.0,0.0,2.3768834076639607,0.0,84784.72823374365,8623229.636906173,3668953078.74316
79,"Ammunition, arms, ordnance, and related accessories",33299A,US,486609.0150188499,9207220.127045069,86587365.7646741,8229088.506110544,39999.57623946905,16888.577728271157,36760964.097371444,48604890926.902565,510661026.11881477,140200.24354228,0.36554502337052713,33.8970553901083,170413.24770523157,34.26260041347882,37586.93508057295,14386925.866443725,0.0,0.0,399.83369208959874,0.0,39999.57623946905,6828633.516932891,7534045051.570493
80,Misc. fabricated metal products,332999,US,816729.3742569826,21464381.493371874,201848347.46604937,7931209.788906959,21342122.412058882,41885.50962610845,206672118.18789968,107404678818.27237,865191543.6224685,526424.77810522,4.820554212223712,33.69510349660287,498963.2388160455,38.51565770882661,107671.12004154656,34707937.72326029,0.0,0.0,1.517405062682718,0.0,21342122.412058882,25096191.104431722,9185807785.266401
81,Farm machinery and equipment,333111,US,577184.3505024171,13083601.785126481,123251231.6086532,2089690.0194294427,27786.535519616427,34767.7018699636,213906331.77027968,78968460587.57443,649823039.649926,232954.75045672385,2.339026532208868,8.068419805298518,295842.82672948256,10.40744633750739,91051.86063130964,17395504.86361595,0.0,0.0,4.518585680011048,0.0,27786.535519616427,20422067.154542744,10954153635.34938
82,Lawn and garden equipment,333112,US,74371.96801847532,2771955.795693979,26068686.60165413,130649.28114841839,25887.674735912533,4436.704966385028,6525280.980215897,13205261749.037655,64746264.928835616,15576.027372260514,0.07530663949814771,0.47928984143396586,17480.323998712334,0.5545964809321132,16312.270863176494,3657694.647130026,0.0,0.0,0.0021906242529114014,0.0,25887.674735912533,2121681.554336133,1683238998.1252844
83,Construction machinery,333120,US,994550.0715080599,23711782.9592304,222965369.56488496,3552875.154418561,0.0,60423.6204290413,16842874.634862717,111554262465.25601,1415509904.0661085,142425.13617452822,0.43785803326707223,4.023438875626734,235749.75134932323,4.461296908893807,103468.63376922454,18724692.67677021,0.0,0.0,0.1003956597466104,0.0,0.0,27081107.03139301,16719675194.557383
84,Mining and oil/gas field machinery,333130,US,813536.4628737159,11657767.28409071,109647015.57361303,1474319.1079318777,21881151211.041256,47857.57354766006,121450837.3881199,135203526272.28864,1093598953.423535,145654.32942905,1.4490148540628212,11.457583488855603,95778.05637059915,12.906598342918427,118789.63279165162,101820088.99248692,0.0,21881151211.041256,1.5496045518232786,0.0,0.0,22842689.095676582,13643294778.015688
85,Semiconductor machinery,333242,US,57925.60587463349,3776707.9741256684,35513294.14574044,880584.1721665694,0.0,3419.201534403208,296960.7600641665,25666880016.510456,73890236.09235638,1050.1320156103004,0.025745366376638816,1.9975856300071195,6951.220583228881,2.0233309963837587,21416.638298438364,3630230.085767665,0.0,0.0,0.0034247776821838766,0.0,0.0,1359680.9394712884,4284216021.870988
86,"Machinery for the paper, textile, food or other industries (except semiconductor machinery)",33329A,US,324406.91624298785,8065104.112733431,75810321.1088934,3361531.88244667,3440785.5469747796,18049.25812120617,1622821.200427667,89670983806.03618,345022309.33236396,12098.478183174835,0.14228444922665293,10.859458545934112,39377.50883658343,11.001742995160766,82908.4985583879,23423588.01556618,0.0,0.0,142.16133507754705,0.0,3440785.5469747796,6744316.373702893,10081815262.798788
87,Optical instruments and lenses,333314,US,82172.23329648578,1963039.1705556689,17712679.208814498,1158617.6387810418,0.0,4858.247206210688,191642.21456547637,24691355158.069336,64471528.808484204,7689.838967589345,0.010495479370733241,0.5026705105259197,9270.712188995522,0.5131659898966529,25371.75058389059,5071402.338389535,0.0,0.0,444.1842248581395,0.0,0.0,1980043.7117640527,3438786338.631819
88,Photography and photocopying equipment,333316,US,60925.654838120034,206134.5964715316,1966717.8447111268,557160.6178537181,3161609.812696183,2847.043297363937,475713.5442157528,6586927592.926077,33425993.12161747,5322.371938346151,0.015167813594704838,0.3097491962432981,9102.59547067299,0.3249170098380029,6789.441065893351,1661451.7657559463,0.0,0.0,126.74997338670101,0.0,3161609.812696183,884463.7242090637,717121834.7673581
89,Other commercial and service industry machinery,333318,US,1277879.689451276,7566280.2135055,71515666.48747963,1002894.0018031851,578538.4188642851,79555.43300103814,2711535.9269319465,63891727797.54419,3668780540.647513,107959.60407632144,0.4923542371089384,8.872717193456317,120204.74629584033,9.365071430565253,62808.13187268775,15564379.311162075,0.0,0.0,6.6342466321715365,0.0,578538.4188642851,32191051.157415297,9493047571.436283
90,Heating equipment other than warm air furnaces,333414,US,157718.3619655426,2090951.0205001363,19596497.252485633,252404.60423768003,114946.3814439,9596.961856988357,8328930.5258538,18680857494.98056,145084184.19407418,59879.48973516029,0.2518085611555337,0.8962606962504384,38271.080464883686,1.1480692574059723,18993.141103306632,3856899.1358857467,0.0,0.0,0.17420245049769473,0.0,114946.3814439,4403286.382707529,2241148120.9434495
91,"Air conditioning, refrigeration, and warm air heating equipment",333415,US,429221.2720721269,13335820.855319219,125258877.52917953,1260894.0422847832,21353.44899737057,25545.06925411053,98201093.09774902,98763925360.0334,14481804409.614096,91955.94333620172,0.5962230105467725,6.773373647856696,84321.86060327597,7.369596658403468,109288.432555043,23773553.700766012,0.0,0.0,309.9152750271714,0.0,21353.44899737057,12996068.926402183,14603758216.461096
92,Air purification and ventilation equipment,333413,US,104363.88617679596,2916089.708816113,27420723.548659474,228107.77921977165,0.0,6147.907464379511,409320.57633950707,35900324265.214676,251690399.8324569,3064.3127850594783,0.052057180395062234,4.880619249483237,11549.730996184035,4.9326764298783,32759.496431556687,8585939.998628229,0.0,0.0,0.01337733077735067,0.0,0.0,2367457.528293901,3080459386.5984693
93,Industrial molds,333511,US,189613.65933776452,2728265.0044559627,25657799.25564659,1366237.6682668927,1059497.2222028256,10775.483418137981,2671447.6488347026,40124333971.97717,349908841.3831655,41683.770986519135,0.04863374654377952,1.270169989127648,39243.21405306099,1.3188037356714273,40151.18450729647,9791185.26636044,0.0,0.0,132.62292047994012,0.0,1059497.2222028256,4555370.750892992,3310144325.281017
94,"Special tools, dies, jigs, and fixtures",333514,US,189988.39656717036,3654371.3593941443,34351020.545979455,287975.4718172824,4126177.9692810844,11118.989474900902,1831852.7113434717,60494592739.651566,120574826.11729692,14983.289828863997,0.05310970086951104,3.420643457107672,23543.645828688805,3.4737531579771823,59750.17605728988,16105507.102509221,0.0,0.0,0.05549857644439157,0.0,4126177.9692810844,4193729.9726216667,4683207444.746941
95,Metal cutting and forming machine tools,333517,US,160652.76063785772,3498782.5479772803,32904083.77200496,1478016.9473072628,0.0,9406.755287580641,1132381.7241009348,45826528394.73054,143145223.569686,3531.448410225904,0.02309197915537723,1.0924171708919168,17219.760537806556,1.1155091500472936,51143.11877343881,10311713.97681605,0.0,0.0,0.07431029244842582,0.0,0.0,3535265.3313451963,3400320562.5376744
96,"Cutting and machine tool accessory, rolling mill, and other metalworking machines",33351B,US,245424.39267223864,5658198.30993454,53212175.55553976,847469.9798332156,8990.925274097206,12938.420208204954,13623732.08110184,62426884133.97377,266462807.12171096,41747.02968345296,0.09972728284326822,4.250791413302472,49869.17166488846,4.350518696145741,62456.46597617143,15421211.338003516,0.0,0.0,0.28270563436497903,0.0,8990.925274097206,5130209.283655381,6240987236.577309
97,Turbines and turbine generator sets,333611,US,571800.7632697768,8691461.896758856,81694834.38391075,1703896.1987442442,6372.543871135924,34420.845446529835,8640665.02441367,36544130673.155464,206661813.8474028,154755.24349825553,0.2584246958987616,2.633503381628448,106168.20962848226,2.891928077527212,38069.06834787448,7127451.75361459,0.0,0.0,29.95890940719288,0.0,6372.543871135924,14393497.713178953,7200740977.197474
98,"Speed changers, industrial high-speed drives, and gears",333612,US,171717.3412642917,3695979.9558270993,34758614.58136159,187701.25119150462,0.0,10154.591198300948,9649298.492442185,35365328587.92007,362238162.7482967,15928.851938697833,0.14827833899123302,1.6561881550421933,23186.77714638428,1.8044664940334267,34625.777276378154,6227210.65307502,0.0,0.0,0.0027631447684920807,0.0,0.0,3759107.6780471997,4425817723.820184
99,Mechanical power transmission equipment,333613,US,172762.64054710843,2718915.537859364,25569872.77472,1560663.8419714547,0.0,10072.407717838645,2695699.2670015856,28420022707.453533,203414997.5229877,21291.345812487234,0.03809170707330602,2.27512837917062,103765.6073310191,2.313220086243926,27090.621205732943,6303116.811270871,0.0,0.0,0.002151592860031878,0.0,0.0,3097153.778144076,4076169590.6968613
100,Other engine equipment,333618,US,2180887.874021545,14450230.626156462,134982841.0723431,8053021.116583966,122527496.95754313,128472.325178844,18018163.449149925,76342601507.45216,851553786.640664,80153.79952769369,0.22563636333804807,3.4359703152059367,264600.5751859147,3.6616066785439862,82037.77431386033,17237751.271362558,0.0,0.0,96.85626708938513,0.0,122527496.95754313,52694536.533390716,12508762125.118738
101,Air and gas compressors,333912,US,167604.34970064097,4197797.926844994,39459863.419423275,270369.0019684696,0.0,9479.788999843393,4035311.4607680924,23998278521.163616,194846100.9101442,36656.29253995455,0.03362563824309901,1.7598238010877538,33196.119763495146,1.7934494393308524,26506.87811058841,5442414.88531087,0.0,0.0,0.010927080029020037,0.0,0.0,4273306.095542647,4215729482.0766745
102,Pumps and pumping equipment,33391A,US,161787.69981588182,7175873.413886637,67485057.05903956,331618.7050512761,5561.824479454743,9603.347660440835,3106615.657357534,38630922037.6189,221371390.7126797,12619.280016172012,0.07114259567020517,1.1538600165236812,43209.13414760207,1.2250026121938857,40252.37898409872,8919695.460317796,0.0,0.0,0.08580483275789741,0.0,5561.824479454743,3659820.8950093267,7862611585.265717
103,Material handling equipment,333920,US,351101.36625994183,13876584.978829788,130498835.03754264,1790353.3046838767,78975.8967874506,20829.856439391107,23018735.17112603,97016710077.9523,462353986.8130921,124272.06499433186,0.3037424192965978,10.866482955375,80626.03208537716,11.17022537467159,100265.867587495,19436249.59462228,0.0,0.0,1.7046213661610305,0.0,78975.8967874506,10487931.573658623,11647751784.186285
104,Power tools,333991,US,46732.40979672334,1975178.9439205525,18575448.043269042,1675297.6472158756,0.0,2763.633585949816,212001.80273887198,13603191260.665436,55696027.21537173,9944.62608875594,0.00998941825133361,0.2762179181210893,6561.695134812657,0.28620733637242285,14867.49351783628,2576636.43904441,0.0,0.0,0.000981553615800709,0.0,0.0,1206478.0037481827,2294357214.2557535
105,Packaging machinery,333993,US,68715.15642138588,2368333.6765741645,22272847.37606049,303487.8426351237,2742.2370850264415,4067.2673098886594,404272.897836272,23544721744.473072,70342760.24388936,2218.945862868155,0.017369739063731786,0.416297147595429,7542.308320074121,0.433666886659161,23235.57915675843,5087213.044647996,0.0,0.0,0.015387400421242821,0.0,2742.2370850264415,1542023.2371088439,2817387499.2781205
106,Industrial process furnaces and ovens,333994,US,51688.097930990436,1129598.6446560475,10621837.968215147,41877.990222698645,5075.337745901452,3025.589723660538,681955.5193056439,10839205431.584658,51448695.4118416,26181.657167008936,0.007099163236075943,0.29584120368859274,8829.821665178433,0.30294036692466875,11301.959432525238,2441358.4697918925,0.0,0.0,0.056944076763581555,0.0,5075.337745901452,1171466.9716309877,1275691291.8776608
107,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",33399A,US,308551.28282651806,10350296.880455866,97294553.26655105,3322963.7186046876,276823.04153945885,18124.37056108371,29933073.589099586,73479010391.63972,430225321.2320335,116261.72205804937,12.562014744682049,1428.1077435656432,133307.6576542867,1440.669758310325,73119.16608478894,17243321.676878434,0.0,0.0,6.241295083864777,0.0,276823.04153945885,8620295.162340712,10182448913.985012
108,"Hydraulic pumps, motors, cylinders and actuators",33399B,US,212057.7850112895,6170696.902195789,58031936.814244725,1433340.330613597,0.0,12429.41544857104,19146703.875729132,59029174476.71564,201074182.45869195,36662.23410660695,0.19390188494705077,2.4233333418899954,30910.372221620542,2.6172352268370456,59831.23704007337,13632806.45042166,0.0,0.0,162.13470192075948,0.0,0.0,5109849.560750089,7876119505.078435
109,Computers,334111,US,70419.04843301291,3372305.7217251337,19394764.997347362,884816.6361146618,0.0,3717.416771379522,299522.40913950006,64866025866.867134,4438011.051956444,2876.5143546745903,0.015108663122907711,0.8969528961428553,6566.034005509956,0.9120615592657627,45811.82950980047,9122615.958520563,0.0,0.0,0.11572418060737297,0.0,0.0,1445665.334446939,7091775102.964814
110,Computer storage device readers,334112,US,52100.6730844675,3049094.7721966575,17220700.390248246,813272.7697101658,0.0,3126.3038738551454,2603076.287873807,24192999091.188778,70220933.70575033,882.9276127204697,0.003976905214201602,0.2052939205897471,6246.361605577471,0.20927082580394868,23457.273678183934,3461533.1615067855,0.0,0.0,0.049590711900392374,0.0,0.0,1233563.7793309072,5954514402.080955
111,Computer terminals and other computer peripheral equipment,334118,US,444584.96523938025,19113975.402731188,148732237.7880167,4825365.475783375,23900843.023860723,20239.558453646216,1542425.2026760774,89694659682.88673,439091961.59773064,47283.569949020144,0.12733334421036085,1.6088128744808412,66587.07709482769,1.7361462186912,77892.36679113102,11735258.15011444,0.0,0.0,964.8293612942289,0.0,23900843.023860723,6219924.009438511,15702755517.969036
112,Telephones,334210,US,36061.74015953077,3160014.853474908,17851904.51888936,118723.81881475492,0.0,2165.453127777901,151919.66590096723,21657893995.38739,35033144.189337164,485.3445005275974,0.007984998365615127,0.16274692913367586,10865.363461993893,0.1707319274992909,23705.410865452268,4049966.803203949,0.0,0.0,0.24755930609492124,0.0,0.0,796083.9482402949,11736384259.845959
113,Wireless communications,334220,US,132473.53197232872,8596644.426773652,49899909.21413107,966934.3338862925,0.0,6822.5085392392,5866885.4818086345,57417893668.96021,185837451.39460847,44373.76022304515,0.02310473807987989,0.9199282466124507,26362.985194367917,0.9430329846923304,51780.51393055388,10011919.08199632,0.0,0.0,9.705708088382705,0.0,0.0,2704152.3893656437,30241682163.99434
114,Communications equipment,334290,US,26151.63068981306,1523827.1177321994,8632062.006830914,132976.4497418371,129036.20740890653,1672.7990006204361,422302.4340534388,15686849661.239107,78361507.4611322,16917.45176441119,0.021530361526580746,0.3538540356796508,3430.9236819642106,0.3753843972062316,19714.71689392859,2090412.0864211933,0.0,0.0,0.7238395090824761,0.0,129036.20740890653,778774.6921842142,3455289901.39174
115,Semiconductors,334413,US,1613739.6604500664,24238664.253508564,137069832.5314778,102843026.06958164,23225285.507450867,83242.15138572709,1793884218.5543735,238480191660.50247,8531293241.810097,223353.76533395925,0.1778741919196166,4.788331592352202,274809.4770385646,4.966205784271819,241235.1022832789,51385128.27636192,0.0,0.0,970.0118290948931,0.0,23225285.507450867,28111179.894945886,60091864523.66226
116,Printed circuit and electronic assembly,334418,US,70857.29652003615,6346828.990668228,35957364.52288844,1823868.9381571456,4673.384988248954,4185.569684126753,3154274.921316144,54972382340.16305,118419405.0665321,5760.113039380357,0.012106448102649056,0.7348988371769779,8021.859667742409,0.747005285279627,60601.59612406813,7312142.612212951,0.0,0.0,0.5402934589998778,0.0,4673.384988248954,1706233.292914681,9438545062.653982
117,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",33441A,US,475456.88748827204,15395464.367828807,87151537.50430903,31524780.310755026,0.0,26743.69729452065,43898315.56446293,195905023519.27753,858186902.8872916,127159.6464936027,0.2056313125882887,7.681613290165699,80513.0202352872,7.887244602753989,206156.20588637577,27873782.560923394,0.0,0.0,107.94175263847136,0.0,0.0,11200296.671241982,26918691740.62053
118,Electromedical appartuses,334510,US,51377.358364128246,7620309.751477775,44263160.576780565,318698.73479966976,61440.90434558875,3046.3088088384743,110445.2857317738,50001122842.329956,87852506.67284368,8792.470592275879,0.007226248795739453,0.26815735907615834,7275.879148511511,0.27538360787189786,52614.58392195457,7132059.530483132,0.0,0.0,0.006400398343527167,0.0,61440.90434558875,1228769.6358065302,22147467063.250626
119,Navigation instruments,334511,US,150171.8125557756,14385048.443049805,82390928.84096144,1268514.8993231875,0.0,8955.929220263313,1203308.5150780038,120887955150.5282,141927358.63572076,18150.96775425346,0.05186001753073289,1.0917845321092354,18581.76552560594,1.1436445496399679,113908.19694091243,14584800.706366135,0.0,0.0,118.05453425519642,0.0,0.0,3697620.551625622,36062049379.43331
120,Automatic controls for HVAC and refrigeration equipment,334512,US,36419.208696825306,1460438.3301614586,8968648.068415178,150581.30086460445,0.0,2189.750948142393,1985099.8088261618,24703103943.960228,63982814.51569101,7232.945934450273,0.0430338314901123,0.5149962149744698,7487.435982618833,0.5580300464645817,23677.919061238408,3232770.124235531,0.0,0.0,0.3475167098231468,0.0,0.0,898766.5316592344,2261766416.0787997
121,Industrial process variable instruments,334513,US,84759.55996916,4358180.517016651,25289568.750401028,455287.04096996697,301265.3071382784,5020.89474683875,2409063.139433311,66825891834.42476,82291155.61080521,11756.884060516322,0.05251827815330348,1.8253866671071666,8318.231482236579,1.8779049452604717,69697.00494440079,8575162.115710085,0.0,0.0,0.026144289553037995,0.0,301265.3071382784,1968850.5006097965,8200530977.4577
122,Fluid meters and counting devices,334514,US,25578.633239629722,2670254.941125652,15096731.807851052,689406.1321446243,2939.5752400958395,27844.44645631129,10677135.49677395,17626448950.030888,29356707.98774714,11391.83823666353,0.009154966518002055,1.0307846483726064,13185.827710974509,1.0399396148906084,16655.997050135844,1732160.580581947,0.0,0.0,0.04061445754107867,0.0,2939.5752400958395,887649.2668152454,6791315822.259127
123,Signal testing instruments,334515,US,69360.346387528,5004660.955422349,28241962.283031352,661838.7482374283,0.0,4372.021418824603,1767755.617445389,50972195860.86184,26588521.5384388,33922.26974842737,0.05636716201911977,0.6370686491865788,10520.389047747005,0.6934358112056985,50419.96102006724,5776678.051361841,0.0,0.0,0.013172929655291356,0.0,0.0,2068665.117783682,8980845252.328299
124,Analytical laboratory instruments,334516,US,38211.22127586099,4431185.593056243,25358310.804712288,982797.5093807222,0.0,2297.9726588843737,93915.05633893757,30501109054.713577,44302971.519707836,27279.958777381817,0.005108476532692787,0.23777464775420348,5157.687919257498,0.24288312428689615,31632.964834104005,4731096.452803247,0.0,0.0,1.327477895084885,0.0,0.0,862539.6919651332,10908546966.573797
125,Irradiation apparatuses,334517,US,42602.75814966835,2936735.306956102,16641837.279765083,349647.9430360042,2491677.4572722362,1913.8456141131824,187842.93748574355,9411685921.487858,21594222.353641603,7784.36459047041,0.010910248424567249,0.20073248551450906,6628.873375585262,0.21164273393907632,9807.655917203198,1640216.4774174613,0.0,0.0,101.95134160388784,0.0,2491677.4572722362,601753.1462390872,5960718513.91094
126,"Watches, clocks, and other measuring and controlling devices",33451A,US,46354.12362266496,4168005.155859407,23748883.064853787,886904.8923632322,11164.067563276894,2785.6122627724744,780713.2050814485,39421114194.62186,46133768.18117098,2582.0857311342993,0.02042508931747877,1.944119869987092,12616.136208214944,1.9645449593045707,39063.80984774981,4705929.616693225,0.0,0.0,5.19280420096452,0.0,11164.067563276894,1325985.085614551,9412822470.355827
127,Audio and video equipment,334300,US,74045.24542424292,2107144.549217636,12346934.68933494,271589.6727322035,73314.64923879813,3154.606262416787,812143.8948209818,44608010006.234146,42366996.85854962,79609.76830780302,0.09676304897839674,28.860823826194494,6838.602285803146,28.957586875172883,46370.62355397027,6091559.314732907,0.0,0.0,0.8126401490204133,0.0,73314.64923879813,1690244.075084488,4255503017.6354
128,"External hard drives, CDs, other storage media",334610,US,26642.03157138542,1846232.3027879905,11440485.05376497,578154.485123206,0.0,1587.1875165934537,52893.59399090279,19058058496.732468,45533228.310787626,700.5338459879882,0.004142292374820723,0.15783472422064507,2533.9000499598287,0.16197701659546576,19317.771124930183,2614836.089107455,0.0,0.0,0.004458521723537081,0.0,0.0,620129.1015008757,2683778575.186981
129,Light bulbs,335110,US,212694.3848574662,1554369.2688066547,8788577.465821167,1128968.1138216504,733267.1270552265,8511.77163865066,5798693.110383608,23499793800.26453,295474759.0112412,4903.107818869157,0.6530120253627456,75.55238652882993,48889.13799625436,76.20539855419264,19986.990540883904,3478568.2538609034,0.0,0.0,0.08224510279299313,0.0,733267.1270552265,3571675.696674737,1889536857.3511863
130,Light fixtures,335120,US,139437.8801407747,5520283.238097561,32103245.40188089,5198416.00815108,66522581.74063156,90188.00165685028,9451678.796528062,62357336410.72975,397436435.0495613,27576.08028019197,0.0804875509189878,4.185661396776679,44187.07257753994,4.266148947695667,64248.80592828797,14517390.87361615,0.0,0.0,3.4104700399551917,0.0,66522581.74063156,3609962.9888445167,7884354009.454428
131,Small electrical appliances,335210,US,24892.278620613026,1025405.9199259586,5879009.833940553,58059.07271644967,3400.2252596654175,1490.6489129907968,17167.544388879152,13661661053.896173,48635859.619682595,507.3438487240792,0.0019871584471746625,0.013153188630810561,4103.242817436002,0.015140347077985223,15052.797496913381,3369924.797458565,0.0,0.0,0.008406667851138775,0.0,3400.2252596654175,650153.4579770606,2003672336.4863157
132,Home cooking appliances,335221,US,52220.53451019956,1465119.622478678,8416547.570817428,72908.47719114152,0.0,2971.818765937004,529798.9436561533,13802373531.369638,117442242.17068306,4579.874309859909,0.014432675211557618,0.1283073270606589,10052.24786977588,0.14274000227221653,12796.437876896895,3147763.6684177527,0.0,0.0,5.330792900016742,0.0,0.0,1385664.5487784182,2171028721.1395617
133,Home refrigerators and freezers,335222,US,20294.10152408008,1011637.2057977784,5735982.28813704,48396.20979180171,0.0,1264.2659547497785,324771.0781070266,13802867673.697168,339166681.6103397,3844.0640720762976,0.0031114467347547036,0.015721197072355135,2950.5950898243545,0.018832643807109833,11761.465303631954,3208592.2640516027,0.0,0.0,0.1734621866180027,0.0,0.0,659486.3128527239,1803374607.347215
134,Home laundry machines,335224,US,6933.743895261014,1059854.474192209,6045330.896084833,50146.49890691143,0.0,433.80335236150887,22164.332031077425,148454126.83931124,19931940.70009524,2123.303884148355,0.0014078636834002276,0.005884674692175341,803.9193114140294,0.007292538375575563,11716.570688285827,35752.89949643377,0.0,0.0,0.017544819449827158,0.0,0.0,365278.09438879456,1294732928.7770634
135,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",335228,US,6196.426055858172,1565369.2296823934,8915130.791258058,71290.0272223506,0.0,387.05294602334635,495322.6663470839,246460997.09793136,83085229.51944342,2691.0107474266256,0.004512605790151333,0.003959544524072492,842.8473954122258,0.008472150314223822,15769.64372343353,66784.13394586774,0.0,0.0,0.11438784762764603,0.0,0.0,413462.38994914806,2852794809.966564
136,Specialty transformers,335311,US,111625.00830485568,2121868.1686671916,12006240.814172484,680626.494512753,14094.540881753239,6988.528170444397,12610966.576371444,28704052357.277153,228892567.8340254,63169.37087834434,0.42434339734847476,2.573161750586073,18873.860055725705,2.9975051479345467,32414.11963865184,6078257.594773796,0.0,0.0,0.2450729202777014,0.0,14094.540881753239,3726304.162211255,2950592632.756697
137,Motors and generators,335312,US,490393.16182588646,7698144.256661638,44697525.03443948,1528959.312550884,1597514.6857388217,30480.561897103846,62367795.15691592,79039612841.27435,375797054.74707305,165165.6481600024,0.16926784565804315,4.958916325469275,77225.57887888627,5.128184171127318,82784.93715360014,15956113.515310278,0.0,0.0,1.8019450719694643,0.0,1597514.6857388217,14130926.356172264,9219930495.777885
138,Switchgear and switchboards,335313,US,108078.64118327922,4160434.2116208253,23694746.33616798,2308819.774246821,0.0,6737.408817533507,17778372.31246915,38931644129.910065,153742284.3789042,27581.508450629448,0.15113207766557427,4.48361854430031,31471.069861214393,4.634750621965884,40410.044557157176,8705630.37827876,0.0,0.0,0.4970110910754505,0.0,0.0,3050874.943841568,5956255665.29568
139,Relay and industrial controls,335314,US,160303.83314671367,6234301.050821789,35587538.052954,521572.1464573477,23394.192419662657,9968.228946418696,5578403.523484892,84765519015.8611,45674801.719429694,10058.00019875251,0.07361939536542852,6.844573710455765,22677.370798358497,6.918193105821194,92299.81844558041,18084493.487984583,0.0,0.0,0.517770971708434,0.0,23394.192419662657,3865070.9721310902,8975228518.620243
